Date/Time,Mean Temp (C),Max Temp (C),Min Temp (C),Total Rain (mm),Total Snow (cm),Total Precip (mm),season
12/13/2017,-10,-7,-13,0,1,1,Winter
12/14/2017,-11,-6,-16,0,0,0,Winter
12/15/2017,-8,-4,-12,0,0,0,Winter
12/16/2017,-7,-4,-10,0,0,0,Winter
12/17/2017,-10,-6,-14,0,0,0,Winter
12/18/2017,-2,4,-7,1,0,2,Winter
12/19/2017,4,7,1,0,0,0,Winter
12/20/2017,-1,3,-4,0,0,0,Winter
12/21/2017,-4,-3,-5,0,4,3,Winter
12/22/2017,-5,-3,-6,0,3,3,Winter
12/23/2017,-2,1,-6,0,4,3,Winter
12/24/2017,-6,-2,-10,0,9,8,Winter
12/25/2017,-8,-4,-12,0,1,1,Winter
12/26/2017,-14,-12,-17,0,0,0,Winter
12/27/2017,-16,-11,-20,0,0,0,Winter
12/28/2017,-18,-13,-23,0,0,0,Winter
12/29/2017,-12,-8,-16,0,5,3,Winter
12/30/2017,-13,-7,-19,0,0,0,Winter
12/31/2017,-19,-15,-23,0,0,0,Winter
1/1/2018,-15,-9,-21,0,0,0,Winter
1/2/2018,-11,-8,-13,0,1,1,Winter
1/3/2018,-10,-6,-14,0,0,0,Winter
1/4/2018,-15,-9,-21,0,0,0,Winter
1/5/2018,-19,-15,-23,0,0,0,Winter
1/6/2018,-20,-16,-24,0,0,0,Winter
1/7/2018,-12,-2,-21,0,0,0,Winter
1/8/2018,0,2,-3,1,4,4,Winter
1/9/2018,-1,1,-3,0,0,0,Winter
1/10/2018,1,7,-5,3,0,3,Winter
1/11/2018,9,13,5,7,0,7,Winter
1/12/2018,0,12,-13,10,3,14,Winter
1/13/2018,-14,-12,-17,0,0,0,Winter
1/14/2018,-12,-7,-17,0,0,0,Winter
1/15/2018,-8,-7,-9,0,4,4,Winter
1/16/2018,-7,-3,-10,0,2,1,Winter
1/17/2018,-10,-6,-14,0,0,0,Winter
1/18/2018,-7,-4,-9,0,0,0,Winter
1/19/2018,-2,2,-6,0,0,0,Winter
1/20/2018,3,6,0,0,0,0,Winter
1/21/2018,1,4,-2,1,0,1,Winter
1/22/2018,2,2,1,14,0,14,Winter
1/23/2018,1,7,-5,3,0,3,Winter
1/24/2018,-8,-5,-11,0,0,0,Winter
1/25/2018,-7,-3,-11,0,0,0,Winter
1/26/2018,2,6,-3,0,0,0,Winter
1/27/2018,5,10,0,2,0,2,Winter
1/28/2018,1,5,-3,0,0,0,Winter
1/29/2018,-4,-2,-7,0,5,5,Winter
1/30/2018,-11,-7,-15,0,0,0,Winter
1/31/2018,-7,2,-15,0,1,1,Winter
2/1/2018,-3,5,-10,0,0,0,Winter
2/2/2018,-13,-10,-16,0,0,0,Winter
2/3/2018,-7,-2,-11,0,2,2,Winter
2/4/2018,-4,2,-9,0,5,5,Winter
2/5/2018,-11,-8,-14,0,0,0,Winter
2/6/2018,-8,-5,-11,0,0,0,Winter
2/7/2018,-9,-5,-13,0,7,7,Winter
2/8/2018,-10,-7,-13,0,0,0,Winter
2/9/2018,-8,-5,-11,0,7,6,Winter
2/10/2018,-6,-4,-7,0,6,6,Winter
2/11/2018,-4,-1,-7,0,1,3,Winter
2/12/2018,-8,-3,-12,0,0,0,Winter
2/13/2018,-8,-2,-14,0,0,0,Winter
2/14/2018,1,5,-4,0,0,0,Winter
2/15/2018,5,8,3,0,0,0,Winter
2/16/2018,-2,3,-7,0,0,0,Winter
2/17/2018,-4,0,-8,0,0,0,Winter
2/18/2018,0,4,-4,0,0,0,Winter
2/19/2018,1,4,-3,13,0,13,Winter
2/20/2018,10,17,3,8,0,8,Winter
2/21/2018,6,15,-2,8,0,8,Winter
2/22/2018,-1,2,-3,0,0,0,Winter
2/23/2018,3,6,-1,3,0,3,Winter
2/24/2018,3,5,1,0,0,0,Winter
2/25/2018,7,12,1,5,0,5,Winter
2/26/2018,3,8,-1,0,0,0,Winter
2/27/2018,6,14,-1,0,0,0,Winter
2/28/2018,9,16,2,0,0,0,Winter
3/1/2018,2,4,-1,0,1,1,Spring
3/2/2018,1,4,-2,0,0,0,Spring
3/3/2018,0,4,-4,0,0,0,Spring
3/4/2018,-1,2,-4,0,0,0,Spring
3/5/2018,-1,5,-6,0,0,0,Spring
3/6/2018,0,1,-2,0,0,0,Spring
3/7/2018,1,3,-2,0,0,0,Spring
3/8/2018,-2,-1,-3,0,0,0,Spring
3/9/2018,0,4,-4,0,0,0,Spring
3/10/2018,-1,2,-4,0,0,0,Spring
3/11/2018,-1,3,-5,0,0,0,Spring
3/12/2018,-2,0,-4,0,6,3,Spring
3/13/2018,-1,1,-4,0,0,0,Spring
3/14/2018,-2,1,-5,0,0,0,Spring
3/15/2018,0,5,-5,0,1,1,Spring
3/16/2018,-4,0,-7,0,0,0,Spring
3/17/2018,0,6,-6,0,0,0,Spring
3/18/2018,2,11,-6,0,0,0,Spring
3/19/2018,-4,0,-8,0,0,0,Spring
3/20/2018,-2,3,-8,0,0,0,Spring
3/21/2018,0,5,-5,0,0,0,Spring
3/22/2018,1,5,-4,0,0,0,Spring
3/23/2018,0,4,-4,0,0,0,Spring
3/24/2018,-1,3,-6,0,0,0,Spring
3/25/2018,-2,3,-8,0,0,0,Spring
3/26/2018,3,9,-2,0,0,0,Spring
3/27/2018,5,7,3,4,0,4,Spring
3/28/2018,5,8,2,0,0,0,Spring
3/29/2018,4,7,1,17,0,17,Spring
3/30/2018,2,5,-2,0,0,0,Spring
3/31/2018,4,9,-1,5,0,5,Spring
4/1/2018,0,4,-4,0,0,0,Spring
4/2/2018,2,7,-4,0,0,0,Spring
4/3/2018,3,5,2,21,0,21,Spring
4/4/2018,0,5,-5,5,0,5,Spring
4/5/2018,-2,2,-5,0,0,0,Spring
4/6/2018,1,5,-4,0,1,2,Spring
4/7/2018,-3,1,-6,0,0,0,Spring
4/8/2018,-2,2,-6,0,0,0,Spring
4/9/2018,-1,3,-6,0,0,0,Spring
4/10/2018,2,7,-3,0,0,0,Spring
4/11/2018,3,6,0,1,0,1,Spring
4/12/2018,7,16,-2,3,0,3,Spring
4/13/2018,4,6,2,7,0,7,Spring
4/14/2018,0,4,-4,6,4,36,Spring
4/15/2018,-2,1,-4,15,4,28,Spring
4/16/2018,2,3,1,19,0,19,Spring
4/17/2018,-1,1,-2,0,0,0,Spring
4/18/2018,2,4,0,0,0,0,Spring
4/19/2018,1,3,-1,0,0,0,Spring
4/20/2018,3,8,-2,0,0,0,Spring
4/21/2018,6,14,-2,0,0,0,Spring
4/22/2018,9,17,0,0,0,0,Spring
4/23/2018,10,19,2,0,0,0,Spring
4/24/2018,12,17,7,4,0,4,Spring
4/25/2018,8,11,4,19,0,19,Spring
4/26/2018,10,16,3,1,0,1,Spring
4/27/2018,9,15,2,3,0,3,Spring
4/28/2018,5,8,1,2,0,2,Spring
4/29/2018,6,12,0,0,0,0,Spring
4/30/2018,11,20,1,0,0,0,Spring
5/1/2018,18,28,8,0,0,0,Spring
5/2/2018,23,28,18,0,0,0,Spring
5/3/2018,16,22,10,7,0,7,Spring
5/4/2018,17,25,8,8,0,8,Spring
5/5/2018,16,25,8,2,0,2,Spring
5/6/2018,15,18,11,1,0,1,Spring
5/7/2018,13,16,10,0,0,0,Spring
5/8/2018,13,19,7,0,0,0,Spring
5/9/2018,16,23,9,0,0,0,Spring
5/10/2018,13,20,5,2,0,2,Spring
5/11/2018,8,11,5,0,0,0,Spring
5/12/2018,11,14,8,0,0,0,Spring
5/13/2018,13,18,7,0,0,0,Spring
5/14/2018,17,24,9,0,0,0,Spring
5/15/2018,16,22,11,19,0,19,Spring
5/16/2018,14,20,8,0,0,0,Spring
5/17/2018,18,24,12,0,0,0,Spring
5/18/2018,13,17,10,0,0,0,Spring
5/19/2018,13,17,10,8,0,8,Spring
5/20/2018,15,20,9,0,0,0,Spring
5/21/2018,14,21,7,0,0,0,Spring
5/22/2018,14,18,11,9,0,9,Spring
5/23/2018,18,26,10,0,0,0,Spring
5/24/2018,20,29,12,0,0,0,Spring
5/25/2018,23,30,16,0,0,0,Spring
5/26/2018,22,28,17,0,0,0,Spring
5/27/2018,22,27,17,0,0,0,Spring
5/28/2018,23,31,15,0,0,0,Spring
5/29/2018,23,27,19,0,0,0,Spring
5/30/2018,24,29,18,0,0,0,Spring
5/31/2018,26,31,20,10,0,10,Spring
6/1/2018,22,28,15,0,0,0,Summer
6/2/2018,17,21,14,0,0,0,Summer
6/3/2018,18,21,14,7,0,7,Summer
6/4/2018,17,19,14,1,0,1,Summer
6/5/2018,13,16,11,0,0,0,Summer
6/6/2018,13,16,10,0,0,0,Summer
6/7/2018,17,23,11,0,0,0,Summer
6/8/2018,17,22,13,0,0,0,Summer
6/9/2018,18,24,13,0,0,0,Summer
6/10/2018,18,23,14,0,0,0,Summer
6/11/2018,17,23,11,0,0,0,Summer
6/12/2018,18,26,11,0,0,0,Summer
6/13/2018,23,30,16,3,0,3,Summer
6/14/2018,20,25,14,0,0,0,Summer
6/15/2018,19,25,13,0,0,0,Summer
6/16/2018,22,30,14,0,0,0,Summer
6/17/2018,25,32,17,0,0,0,Summer
6/18/2018,25,33,18,3,0,3,Summer
6/19/2018,20,23,16,0,0,0,Summer
6/20/2018,20,25,15,0,0,0,Summer
6/21/2018,18,22,14,0,0,0,Summer
6/22/2018,18,23,13,2,0,2,Summer
6/23/2018,18,20,17,5,0,5,Summer
6/24/2018,18,21,15,21,0,21,Summer
6/25/2018,18,23,13,0,0,0,Summer
6/26/2018,17,23,11,0,0,0,Summer
6/27/2018,19,22,17,8,0,8,Summer
6/28/2018,25,30,20,0,0,0,Summer
6/29/2018,25,32,19,0,0,0,Summer
6/30/2018,29,35,22,0,0,0,Summer
7/1/2018,29,34,24,0,0,0,Summer
7/2/2018,27,34,20,0,0,0,Summer
7/3/2018,25,31,19,0,0,0,Summer
7/4/2018,26,33,19,0,0,0,Summer
7/5/2018,27,34,21,24,0,24,Summer
7/6/2018,20,23,17,,,,Summer
7/7/2018,20,26,14,0,0,0,Summer
7/8/2018,22,28,15,0,0,0,Summer
7/9/2018,24,32,15,0,0,0,Summer
7/10/2018,24,30,19,0,0,0,Summer
7/11/2018,22,27,17,0,0,0,Summer
7/12/2018,23,30,17,0,0,0,Summer
7/13/2018,26,30,21,0,0,0,Summer
7/14/2018,25,29,21,0,0,0,Summer
7/15/2018,26,30,21,0,0,0,Summer
7/16/2018,27,32,21,8,0,8,Summer
7/17/2018,23,28,18,0,0,0,Summer
7/18/2018,20,24,16,0,0,0,Summer
7/19/2018,21,27,14,0,0,0,Summer
7/20/2018,24,30,18,1,0,1,Summer
7/21/2018,22,26,18,0,0,0,Summer
7/22/2018,20,24,17,15,0,15,Summer
7/23/2018,24,28,21,0,0,0,Summer
7/24/2018,26,30,22,5,0,5,Summer
7/25/2018,25,30,19,0,0,0,Summer
7/26/2018,23,30,17,8,0,8,Summer
7/27/2018,22,27,17,2,0,2,Summer
7/28/2018,19,24,15,0,0,0,Summer
7/29/2018,20,26,13,0,0,0,Summer
7/30/2018,22,27,17,0,0,0,Summer
7/31/2018,22,26,18,0,0,0,Summer
8/1/2018,24,27,20,1,0,1,Summer
8/2/2018,24,30,18,0,0,0,Summer
8/3/2018,25,29,20,0,0,0,Summer
8/4/2018,26,32,19,0,0,0,Summer
8/5/2018,27,35,19,0,0,0,Summer
8/6/2018,28,34,21,23,0,23,Summer
8/7/2018,24,28,21,6,0,6,Summer
8/8/2018,22,26,17,21,0,21,Summer
8/9/2018,23,30,17,2,0,2,Summer
8/10/2018,21,25,17,0,0,0,Summer
8/11/2018,21,27,15,4,0,4,Summer
8/12/2018,23,28,19,0,0,0,Summer
8/13/2018,23,27,19,0,0,0,Summer
8/14/2018,26,31,21,0,0,0,Summer
8/15/2018,26,31,20,0,0,0,Summer
8/16/2018,25,30,20,1,0,1,Summer
8/17/2018,25,29,21,15,0,15,Summer
8/18/2018,22,25,19,0,0,0,Summer
8/19/2018,21,25,17,0,0,0,Summer
8/20/2018,22,26,18,0,0,0,Summer
8/21/2018,23,26,20,26,0,26,Summer
8/22/2018,18,21,15,1,0,1,Summer
8/23/2018,21,27,15,0,0,0,Summer
8/24/2018,21,27,15,0,0,0,Summer
8/25/2018,23,26,20,18,0,18,Summer
8/26/2018,25,29,20,0,0,0,Summer
8/27/2018,24,29,20,1,0,1,Summer
8/28/2018,28,32,24,0,0,0,Summer
8/29/2018,23,29,17,0,0,0,Summer
8/30/2018,17,19,15,0,0,0,Summer
8/31/2018,20,23,16,0,0,0,Summer
9/1/2018,21,27,15,0,0,0,Fall
9/2/2018,26,30,22,0,0,0,Fall
9/3/2018,27,32,22,0,0,0,Fall
9/4/2018,24,28,20,0,0,0,Fall
9/5/2018,28,34,22,0,0,0,Fall
9/6/2018,21,26,16,1,0,1,Fall
9/7/2018,20,25,15,0,0,0,Fall
9/8/2018,15,17,12,0,0,0,Fall
9/9/2018,,16,,0,0,0,Fall
9/10/2018,14,16,12,26,0,26,Fall
9/11/2018,18,21,14,0,0,0,Fall
9/12/2018,18,24,13,0,0,0,Fall
9/13/2018,21,25,16,0,0,0,Fall
9/14/2018,24,28,20,0,0,0,Fall
9/15/2018,24,29,20,0,0,0,Fall
9/16/2018,24,28,20,0,0,0,Fall
9/17/2018,24,27,20,0,0,0,Fall
9/18/2018,22,28,15,0,0,0,Fall
9/19/2018,18,22,13,0,0,0,Fall
9/20/2018,17,19,15,0,0,0,Fall
9/21/2018,22,32,13,0,0,0,Fall
9/22/2018,13,16,10,0,0,0,Fall
9/23/2018,13,19,6,0,0,0,Fall
9/24/2018,15,20,10,2,0,2,Fall
9/25/2018,19,22,16,6,0,6,Fall
9/26/2018,18,24,11,0,0,0,Fall
9/27/2018,13,18,8,0,0,0,Fall
9/28/2018,17,24,10,3,0,3,Fall
9/29/2018,12,17,8,0,0,0,Fall
9/30/2018,11,13,9,10,0,10,Fall
10/1/2018,10,12,8,10,0,10,Fall
10/2/2018,11,13,9,13,0,13,Fall
10/3/2018,14,17,11,0,0,0,Fall
10/4/2018,15,23,7,4,0,4,Fall
10/5/2018,9,13,5,0,0,0,Fall
10/6/2018,13,17,9,1,0,1,Fall
10/7/2018,13,14,12,5,0,5,Fall
10/8/2018,13,14,11,3,0,3,Fall
10/9/2018,21,29,13,0,0,0,Fall
10/10/2018,23,27,19,0,0,0,Fall
10/11/2018,15,22,8,0,0,0,Fall
10/12/2018,8,11,6,1,0,1,Fall
10/13/2018,7,10,3,1,0,1,Fall
10/14/2018,9,15,3,0,0,0,Fall
10/15/2018,8,14,2,1,0,1,Fall
10/16/2018,7,12,1,0,0,0,Fall
10/17/2018,5,9,1,0,0,0,Fall
10/18/2018,4,8,-1,0,0,0,Fall
10/19/2018,11,16,5,0,0,0,Fall
10/20/2018,7,12,3,0,0,0,Fall
10/21/2018,3,6,0,0,0,0,Fall
10/22/2018,7,11,2,0,0,0,Fall
10/23/2018,5,10,1,1,0,1,Fall
10/24/2018,4,5,2,0,0,0,Fall
10/25/2018,5,7,2,0,0,0,Fall
10/26/2018,7,9,5,0,0,0,Fall
10/27/2018,4,6,1,7,2,10,Fall
10/28/2018,4,6,1,1,0,1,Fall
10/29/2018,,,,,,,Fall
10/30/2018,5,11,-2,1,0,1,Fall
10/31/2018,9,14,4,16,0,16,Fall
11/1/2018,6,8,5,30,0,30,Fall
11/2/2018,4,5,4,5,0,5,Fall
11/3/2018,4,7,0,2,0,2,Fall
11/4/2018,3,7,-1,0,0,0,Fall
11/5/2018,9,11,7,2,0,2,Fall
11/6/2018,12,16,9,7,0,7,Fall
11/7/2018,7,9,4,1,0,1,Fall
11/8/2018,4,6,3,0,0,0,Fall
11/9/2018,3,4,1,8,1,11,Fall
11/10/2018,0,3,-3,0,0,0,Fall
11/11/2018,1,4,-3,0,0,0,Fall
11/12/2018,4,6,1,1,0,1,Fall
11/13/2018,-1,2,-4,1,0,1,Fall
11/14/2018,-2,1,-6,0,0,0,Fall
